library	chr	arm	count	total	prop	z
BC015_UC1	chr22	q	471759	34740067	0.013579680200386487	-0.1964551019604766
BC015_UC1	chr3	p	461478	34740067	0.013283739493075819	1.3200618797691872
BC015_UC1	chr3	q	444150	34740067	0.01278494943605031	-0.8931668921884637
BC015_UC1	chr4	p	655169	34740067	0.018859174911781258	0.04456384777173597
BC015_UC1	chr4	q	2033930	34740067	0.05854709491492921	-0.5429876216904969
BC015_UC1	chr5	p	344224	34740067	0.009908558898288827	1.0788837358750591
BC015_UC1	chr5	q	563084	34740067	0.016208489177640333	0.48575661970430345
BC015_UC1	chr6	p	576523	34740067	0.016595333566858116	0.8446190422273446
BC015_UC1	chr6	q	1735823	34740067	0.04996602338158991	-0.2872568184936503
BC015_UC1	chr7	p	1021156	34740067	0.029394186257614297	0.29685779957611735
BC015_UC1	chr7	q	1424872	34740067	0.04101523465685889	-1.5674692769897924
BC015_UC1	chr8	p	626128	34740067	0.018023223731836787	1.135450500469244
BC015_UC1	chr8	q	1136224	34740067	0.032706442391144494	1.2437517370556483
BC015_UC1	chr9	p	542085	34740067	0.015604028627808922	-0.5313125872347282
BC015_UC1	chr9	q	809429	34740067	0.023299580855730646	-0.7032763436444108
BC016_UC1	chr1	p	2426725	34633060	0.07006960978902817	0.9411360484935941
BC016_UC1	chr1	q	1845216	34633060	0.05327903454098483	8.981875098844581
BC016_UC1	chr10	p	680268	34633060	0.019642156944838257	-1.4860236368991455
BC016_UC1	chr10	q	1708405	34633060	0.04932873387451181	-8.353739001637186
BC016_UC1	chr11	p	733639	34633060	0.021183198943437283	-5.471362427476293
BC016_UC1	chr11	q	951024	34633060	0.027460004977902616	-15.304822784117269
BC016_UC1	chr12	p	210287	34633060	0.0060718573524834365	4.085094467237295
BC016_UC1	chr12	q	1392630	34633060	0.04021100070279669	4.580021101185573
BC016_UC1	chr13	q	1720695	34633060	0.04968359711789833	-1.8737602325315328
BC016_UC1	chr14	q	625842	34633060	0.018070652723149498	-4.493287113400313
BC016_UC1	chr15	q	889628	34633060	0.02568724796480588	-1.5726158467976938
BC016_UC1	chr16	p	467770	34633060	0.013506458857519376	0.21301823330081335
BC016_UC1	chr16	q	1004225	34633060	0.028996138371833156	5.188172937232866
BC016_UC1	chr17	p	207628	34633060	0.0059950810006392736	-4.926441545482254
BC016_UC1	chr17	q	908268	34633060	0.026225462029632957	4.021914767471498
BC016_UC1	chr18	p	222897	34633060	0.006435960322304758	-1.990521770452355
BC016_UC1	chr18	q	731791	34633060	0.021129839523276316	-2.4292689470067916
BC016_UC1	chr19	p	224326	34633060	0.006477221475665159	-1.0098770493633051
BC016_UC1	chr2	p	1203079	34633060	0.03473787762328827	11.026703207563134
BC016_UC1	chr2	q	1883774	34633060	0.05439236382808796	-13.663970047352583
BC016_UC1	chr20	p	490024	34633060	0.01414902408276947	6.951725557887309
BC016_UC1	chr20	q	607465	34633060	0.017540032558486025	3.0632446447289707
BC016_UC1	chr21	q	557738	34633060	0.016104207944663277	1.5646379416953307
BC016_UC1	chr22	q	470038	34633060	0.013571945418626018	-0.21433996349258072
BC016_UC1	chr3	p	468312	34633060	0.013522108644168317	2.802260345960278
BC016_UC1	chr3	q	519019	34633060	0.014986229920197637	25.474271009245374
BC016_UC1	chr4	p	641515	34633060	0.01852319719943892	-1.3277954554210154
BC016_UC1	chr4	q	1858206	34633060	0.05365410968594747	-4.8751552073428295
BC016_UC1	chr5	p	343798	34633060	0.009926873340097583	1.258611621520396
BC016_UC1	chr5	q	530483	34633060	0.015317243119724332	-6.9442580018826625
BC016_UC1	chr6	p	818769	34633060	0.02364125491654506	21.088099564039446
BC016_UC1	chr6	q	1597371	34633060	0.04612272204650701	-7.673738343122011
BC016_UC1	chr7	p	1063901	34633060	0.03071923185534284	8.388236062023864
BC016_UC1	chr7	q	1370235	34633060	0.03956436422308626	-6.088843546970805
BC016_UC1	chr8	p	530474	34633060	0.015316983252418355	-21.66176013125686
BC016_UC1	chr8	q	1447319	34633060	0.04179009882464905	31.44550675887954
BC016_UC1	chr9	p	516368	34633060	0.014909684561514345	-2.51510629073061
BC016_UC1	chr9	q	763908	34633060	0.022057190441733997	-4.910903315105889
BC017_UC1	chr1	p	2498545	34447231	0.07253253534369715	3.626083887648003
BC017_UC1	chr1	q	1741065	34447231	0.05054295946167633	1.5601437960679925
BC017_UC1	chr10	p	648764	34447231	0.018833560235944655	-4.900690042350258
BC017_UC1	chr10	q	1646189	34447231	0.04778871776370066	-13.52183671058676
BC017_UC1	chr11	p	822468	34447231	0.023876171643520492	5.662317471269756
BC017_UC1	chr11	q	1086591	34447231	0.03154363844223067	20.641960000028682
BC017_UC1	chr12	p	204834	34447231	0.005946312491706518	2.8209969509192256
BC017_UC1	chr12	q	1318864	34447231	0.03828650262193788	-2.3373783201717018
BC017_UC1	chr13	q	1787103	34447231	0.05187943843730139	1.0183462897803495
BC017_UC1	chr14	q	791893	34447231	0.02298858215918719	24.174921702024207
BC017_UC1	chr15	q	892038	34447231	0.02589578245055459	-1.0962981750096172
BC017_UC1	chr16	p	463598	34447231	0.013458208005165931	0.0824785660214176
BC017_UC1	chr16	q	945336	34447231	0.027443018569475147	1.6537510883360094
BC017_UC1	chr17	p	237501	34447231	0.006894632546807608	1.7591116547415169
BC017_UC1	chr17	q	820633	34447231	0.02382290175950572	0.06589599682603274
BC017_UC1	chr18	p	246657	34447231	0.007160430398600108	7.075158197387509
BC017_UC1	chr18	q	695939	34447231	0.020203046218722195	-4.404551006135595
BC017_UC1	chr19	p	222546	34447231	0.0064604902495646165	-1.0539597685262412
BC017_UC1	chr2	p	1089103	34447231	0.03161656157500729	-8.21317029359657
BC017_UC1	chr2	q	2014657	34447231	0.058485310473866535	-5.472792936543641
BC017_UC1	chr20	p	478224	34447231	0.013882799462168673	4.836545425286292
BC017_UC1	chr20	q	601525	34447231	0.017462216338956244	2.8160245838758238
BC017_UC1	chr21	q	552330	34447231	0.016034089938898138	1.2921708575100124
BC017_UC1	chr22	q	468750	34447231	0.013607770099140914	-0.1315038253464017
BC017_UC1	chr3	p	450948	34447231	0.013090979649423781	0.12146573888929284
BC017_UC1	chr3	q	434534	34447231	0.012614482714154876	-2.9350560272661057
BC017_UC1	chr4	p	616377	34447231	0.017893368555516116	-3.900439911146152
BC017_UC1	chr4	q	1881276	34447231	0.05461327210886704	-4.025928781451363
BC017_UC1	chr5	p	374684	34447231	0.010877042627896565	10.583051802907615
BC017_UC1	chr5	q	533487	34447231	0.01548707935334483	-5.528391207446317
BC017_UC1	chr6	p	710393	34447231	0.020622644531283225	12.415396945849885
BC017_UC1	chr6	q	1993500	34447231	0.057871124677626486	14.905641053052086
BC017_UC1	chr7	p	1113720	34447231	0.03233119085827247	18.23164828770169
BC017_UC1	chr7	q	1294854	34447231	0.037589494493766425	-12.243166478132279
BC017_UC1	chr8	p	514167	34447231	0.014926221500938638	-24.953514143161854
BC017_UC1	chr8	q	1134130	34447231	0.03292369131208253	1.9660708534772264
BC017_UC1	chr9	p	454529	34447231	0.013194935755503831	-7.414273792217627
BC017_UC1	chr9	q	665479	34447231	0.019318795173986554	-14.18507804898121
BC018_UC1	chr1	p	2509005	34615140	0.07248287887901074	3.571951103444649
BC018_UC1	chr1	q	1446251	34615140	0.0417808796959943	-22.207406358594763
BC018_UC1	chr10	p	580787	34615140	0.016778409678539507	-13.579495544932263
BC018_UC1	chr10	q	1076571	34615140	0.031101159781529122	-69.52315356057635
BC018_UC1	chr11	p	713683	34615140	0.020617654586981303	-7.809518262895146
BC018_UC1	chr11	q	935111	34615140	0.027014508680305787	-19.22636931387898
BC018_UC1	chr12	p	138605	34615140	0.004004172740598478	-16.734196471778247
BC018_UC1	chr12	q	1459769	34615140	0.04217140245568846	11.626472373836238
BC018_UC1	chr13	q	1450486	34615140	0.04190322500501226	-12.12116050451859
BC018_UC1	chr14	q	639486	34615140	0.018474170550805226	-2.141050568643955
BC018_UC1	chr15	q	716507	34615140	0.02069923738572197	-12.965827752988416
BC018_UC1	chr16	p	650362	34615140	0.018788368326691732	14.502894392481833
BC018_UC1	chr16	q	846161	34615140	0.024444823854533018	-5.169215750184709
BC018_UC1	chr17	p	172341	34615140	0.004978775183344629	-12.479723664958225
BC018_UC1	chr17	q	933927	34615140	0.026980303994148226	5.264825930876008
BC018_UC1	chr18	p	264868	34615140	0.007651796294916039	13.223881393644113
BC018_UC1	chr18	q	929308	34615140	0.02684686527340349	9.755474231771919
BC018_UC1	chr19	p	228246	34615140	0.006593819929660836	-0.7026684281040885
BC018_UC1	chr2	p	1557738	34615140	0.04500163801157528	74.29278983971045
BC018_UC1	chr2	q	1796380	34615140	0.051895788952464154	-18.660342770100435
BC018_UC1	chr20	p	644242	34615140	0.018611567077296234	42.40705745618959
BC018_UC1	chr20	q	806186	34615140	0.023289982360319792	21.330682313913837
BC018_UC1	chr21	q	613458	34615140	0.017722245237199678	7.852065805476421
BC018_UC1	chr22	q	280983	34615140	0.00811734402923114	-12.826821295639366
BC018_UC1	chr3	p	565160	34615140	0.016326959821627185	20.2430495339478
BC018_UC1	chr3	q	484356	34615140	0.013992605547745871	13.572412465252738
BC018_UC1	chr4	p	434250	34615140	0.012545088651959807	-25.746417820078396
BC018_UC1	chr4	q	1854783	34615140	0.05358299865319048	-4.938115730760597
BC018_UC1	chr5	p	384941	34615140	0.011120596363325411	12.973154562617259
BC018_UC1	chr5	q	398609	34615140	0.011515452486975353	-38.638490743386235
BC018_UC1	chr6	p	748340	34615140	0.021618863884415893	15.277612697305791
BC018_UC1	chr6	q	1732037	34615140	0.050036978039089255	-0.1508883110542153
BC018_UC1	chr7	p	1470060	34615140	0.042468700112147456	80.13625153515258
BC018_UC1	chr7	q	2122140	34615140	0.0613066999006793	61.66719780149128
BC018_UC1	chr8	p	547377	34615140	0.0158132250801239	-17.481448161011258
BC018_UC1	chr8	q	1017684	34615140	0.029399967759772168	-9.74976585507273
BC018_UC1	chr9	p	785267	34615140	0.022685651423047834	19.70142128877965
BC018_UC1	chr9	q	679675	34615140	0.019635194310928687	-13.11352314373832
BC019_UC1	chr1	p	2396367	34665331	0.0691286346003735	-0.08466405930374939
BC019_UC1	chr1	q	1733046	34665331	0.04999363773563852	0.07008298587252981
BC019_UC1	chr10	p	691206	34665331	0.019939402857569715	-0.23076793130695314
BC019_UC1	chr10	q	1784685	34665331	0.051483281668361976	-1.1233513199430822
BC019_UC1	chr11	p	775085	34665331	0.022359082623500694	-0.6098528802086914
BC019_UC1	chr11	q	1008967	34665331	0.029105938725927642	-0.8162494500542415
BC019_UC1	chr12	p	196852	34665331	0.005678641868441989	0.12585062660064095
BC019_UC1	chr12	q	1350825	34665331	0.038967607146171486	0.11077794907999122
BC019_UC1	chr13	q	1772693	34665331	0.05113734526290835	0.040947562986787506
BC019_UC1	chr14	q	652766	34665331	0.018830513979514577	-0.06380892516183712
BC019_UC1	chr15	q	913807	34665331	0.026360832960169917	-0.03406726769215366
BC019_UC1	chr16	p	463136	34665331	0.013360207061054747	-0.18265686710274764
BC019_UC1	chr16	q	923815	34665331	0.026649536391272308	-0.15196972154129731
BC019_UC1	chr17	p	231586	34665331	0.0066806227813027376	0.16857059153658116
BC019_UC1	chr17	q	826900	34665331	0.02385380367491659	0.11677861522870599
BC019_UC1	chr18	p	229142	34665331	0.006610120064914424	0.18883185841571642
BC019_UC1	chr18	q	779571	34665331	0.022488491455627525	0.4664368952631427
BC019_UC1	chr19	p	237790	34665331	0.006859591215211533	-0.002425608354983602
BC019_UC1	chr2	p	1142411	34665331	0.032955433196354016	0.03966928770451957
BC019_UC1	chr2	q	2122041	34665331	0.061215079700234216	-0.009730468364269445
BC019_UC1	chr20	p	457201	34665331	0.013188998541511114	-0.6757694013566385
BC019_UC1	chr20	q	573509	34665331	0.016544166273790954	-0.10059606857746138
BC019_UC1	chr21	q	546166	34665331	0.015755395498747726	0.20920991676695336
BC019_UC1	chr22	q	473775	34665331	0.013667113116560173	0.005712929089378271
BC019_UC1	chr3	p	451214	34665331	0.013016289964171986	-0.3429607039332019
BC019_UC1	chr3	q	446089	34665331	0.012868447729519733	0.1069946427844378
BC019_UC1	chr4	p	654001	34665331	0.018866140352157605	0.07301539842571216
BC019_UC1	chr4	q	2067220	34665331	0.059633643769332535	0.4190246278852784
BC019_UC1	chr5	p	339020	34665331	0.00977979988132812	-0.1846866266710401
BC019_UC1	chr5	q	560714	34665331	0.016175065514303037	0.20711493024337202
BC019_UC1	chr6	p	567240	34665331	0.016363322767637786	0.1780339553706075
BC019_UC1	chr6	q	1745475	34665331	0.050352180396027374	0.4549024357680103
BC019_UC1	chr7	p	1016202	34665331	0.029314648690358675	-0.18883759373212133
BC019_UC1	chr7	q	1434743	34665331	0.04138841195544909	-0.40452998433400505
BC019_UC1	chr8	p	621368	34665331	0.017924767543687957	0.3060613621809566
BC019_UC1	chr8	q	1118407	34665331	0.032262983440140815	-0.2306807999399078
BC019_UC1	chr9	p	548880	34665331	0.0158336869767665	0.12483874858444717
BC019_UC1	chr9	q	811416	34665331	0.02340713261904235	-0.33902876491206
BC020_UC1	chr1	p	2370944	34560524	0.06860266354757816	-0.6580491699432027
BC020_UC1	chr1	q	1720027	34560524	0.04976854517599328	-0.5404910837408733
BC020_UC1	chr10	p	702545	34560524	0.020327961462621343	1.4100970396056662
BC020_UC1	chr10	q	1797480	34560524	0.05200962809475921	0.6430001755257309
BC020_UC1	chr11	p	775472	34560524	0.022438085718839217	-0.28322677869564894
BC020_UC1	chr11	q	1008951	34560524	0.029193741391189555	-0.04335360530966246
BC020_UC1	chr12	p	196946	34560524	0.005698582579361355	0.3266314709203217
BC020_UC1	chr12	q	1352580	34560524	0.03913655938781484	0.7180584396166165
BC020_UC1	chr13	q	1769402	34560524	0.051197198283220474	0.11977899260567357
BC020_UC1	chr14	q	646590	34560524	0.01870891772358544	-0.772633014951723
BC020_UC1	chr15	q	913399	34560524	0.026428968495963778	0.12156243383583969
BC020_UC1	chr16	p	465648	34560524	0.013473406826817788	0.12359802867751395
BC020_UC1	chr16	q	923565	34560524	0.026723119128633583	0.01548190339869651
BC020_UC1	chr17	p	231015	34560524	0.006684360457034737	0.19634935536385134
BC020_UC1	chr17	q	820375	34560524	0.02373734263982803	-0.0749843330675933
BC020_UC1	chr18	p	225835	34560524	0.006534478470291712	-0.7577117070731456
BC020_UC1	chr18	q	772689	34560524	0.022357560319397934	0.1873823066026376
BC020_UC1	chr19	p	240967	34560524	0.006972319053958788	0.2945848813412153
BC020_UC1	chr2	p	1130467	34560524	0.03270977604390489	-1.47456780481269
BC020_UC1	chr2	q	2112238	34560524	0.061117071025890694	-0.20587434206254804
BC020_UC1	chr20	p	457079	34560524	0.013225464984269335	-0.38604001774533525
BC020_UC1	chr20	q	571082	34560524	0.016524112886714334	-0.16430514623955889
BC020_UC1	chr21	q	552930	34560524	0.015998889368691285	1.1553872079857097
BC020_UC1	chr22	q	462021	34560524	0.013368460501351195	-0.6848509206253891
BC020_UC1	chr3	p	448127	34560524	0.012966441133820773	-0.6529247221350233
BC020_UC1	chr3	q	440430	34560524	0.012743730390198944	-1.3868979908236518
BC020_UC1	chr4	p	655003	34560524	0.01895234574568372	0.4251362964643569
BC020_UC1	chr4	q	2059974	34560524	0.05960482543609582	0.39350935586255675
BC020_UC1	chr5	p	339390	34560524	0.009820163606315692	0.21142082910288365
BC020_UC1	chr5	q	560142	34560524	0.0162075667602725	0.4780667404960622
BC020_UC1	chr6	p	563678	34560524	0.016309880023809824	0.024488792144848965
BC020_UC1	chr6	q	1736356	34560524	0.050241020651191515	0.2412633453283931
BC020_UC1	chr7	p	1019008	34560524	0.02948473813649353	0.8498119814120105
BC020_UC1	chr7	q	1432873	34560524	0.041459816986571155	-0.18200916996809513
BC020_UC1	chr8	p	619959	34560524	0.017938356490196733	0.4205338483402056
BC020_UC1	chr8	q	1120650	34560524	0.03242572363775503	0.3104052281950819
BC020_UC1	chr9	p	545497	34560524	0.015783817398138986	-0.017642423041617093
BC020_UC1	chr9	q	799190	34560524	0.023124360035744827	-1.2966999887627138
BC021_UC1	chr1	p	2390296	34716933	0.06885101284724661	-0.38731223506660684
BC021_UC1	chr1	q	1749930	34716933	0.05040566227437199	1.1877187699764813
BC021_UC1	chr10	p	697842	34716933	0.02010091156381815	0.4512758457064586
BC021_UC1	chr10	q	1784007	34716933	0.051387229396099014	-1.4456904985638477
BC021_UC1	chr11	p	774950	34716933	0.022321960295282998	-0.7633294154365649
BC021_UC1	chr11	q	1011192	34716933	0.029126766468685467	-0.6329101882571988
BC021_UC1	chr12	p	198088	34716933	0.005705803562774396	0.3993387656778467
BC021_UC1	chr12	q	1360354	34716933	0.039184164108044914	0.8891684383475357
BC021_UC1	chr13	q	1769113	34716933	0.05095821684478868	-0.19497953329180284
BC021_UC1	chr14	q	656137	34716933	0.01889962457225124	0.33905917811226954
BC021_UC1	chr15	q	919990	34716933	0.026499748696118982	0.2832328646309046
BC021_UC1	chr16	p	458450	34716933	0.013205371568968952	-0.6015546198691458
BC021_UC1	chr16	q	919029	34716933	0.02647206767948079	-0.5558337966108484
BC021_UC1	chr17	p	231011	34716933	0.006654130421025382	-0.02832316601203737
BC021_UC1	chr17	q	815857	34716933	0.023500261385416735	-0.4653586784194301
BC021_UC1	chr18	p	226265	34716933	0.006517424796712313	-0.9711134085449444
BC021_UC1	chr18	q	777181	34716933	0.02238622288437749	0.2484710629569648
BC021_UC1	chr19	p	234748	34716933	0.006761772418087738	-0.2601543926384366
BC021_UC1	chr2	p	1147071	34716933	0.03304067787324416	0.5651196985710863
BC021_UC1	chr2	q	2128453	34716933	0.061308785542778216	0.17780218696294547
BC021_UC1	chr20	p	466332	34716933	0.013432407753300096	1.258140121009254
BC021_UC1	chr20	q	576201	34716933	0.01659711703219867	0.06762708329084038
BC021_UC1	chr21	q	550289	34716933	0.01585073773653911	0.5796942345573692
BC021_UC1	chr22	q	468132	34716933	0.013484255651269655	-0.41710190242229495
BC021_UC1	chr3	p	458294	34716933	0.013200878084478257	0.8048230069249361
BC021_UC1	chr3	q	445271	34716933	0.012825758542668502	-0.4043461388509132
BC021_UC1	chr4	p	658224	34716933	0.018959739329508167	0.45533667337233036
BC021_UC1	chr4	q	2055956	34716933	0.05922055384327873	0.053281691035610076
BC021_UC1	chr5	p	341537	34716933	0.009837764182682842	0.38414323089045416
BC021_UC1	chr5	q	567745	34716933	0.016353547129292788	1.695055322551165
BC021_UC1	chr6	p	578856	34716933	0.016673592681703767	1.069463571197652
BC021_UC1	chr6	q	1741001	34716933	0.05014846789605522	0.06338522538311944
BC021_UC1	chr7	p	1020764	34716933	0.029402482068332476	0.3475160883395523
BC021_UC1	chr7	q	1430442	34716933	0.04120300603742848	-0.9823138633953719
BC021_UC1	chr8	p	620738	34716933	0.01787997804990435	-0.07124269916865388
BC021_UC1	chr8	q	1140264	34716933	0.03284460640575595	1.7031257515478424
BC021_UC1	chr9	p	545340	34716933	0.015708184821510585	-0.23373043556729178
BC021_UC1	chr9	q	801583	34716933	0.023089107554518137	-1.4160902296638804
BC022_UC1	chr1	p	2350476	34671109	0.06779350496114792	-1.5401499683415147
BC022_UC1	chr1	q	1737489	34671109	0.050113453250082075	0.39508815873084735
BC022_UC1	chr10	p	708960	34671109	0.020448148918455422	1.9176430922662304
BC022_UC1	chr10	q	1781214	34671109	0.05137458971964237	-1.4881076411371361
BC022_UC1	chr11	p	787977	34671109	0.022727193410513637	0.9120443413082401
BC022_UC1	chr11	q	994707	34671109	0.028689794722170554	-4.479418106265247
BC022_UC1	chr12	p	199372	34671109	0.005750378506785001	0.8481590173801089
BC022_UC1	chr12	q	1348862	34671109	0.0389044953825965	-0.11607043345496201
BC022_UC1	chr13	q	1830075	34671109	0.052783861052728365	2.2095464561538494
BC022_UC1	chr14	q	649850	34671109	0.018743271234848587	-0.5723752342649739
BC022_UC1	chr15	q	877409	34671109	0.025306632101096044	-2.4419879384062897
BC022_UC1	chr16	p	456931	34671109	0.013179013108579827	-0.6728657880945064
BC022_UC1	chr16	q	935432	34671109	0.02698015803301821	0.6004232056049014
BC022_UC1	chr17	p	212686	34671109	0.006134386990620923	-3.891106092945689
BC022_UC1	chr17	q	812191	34671109	0.023425584684931767	-0.5883201843269413
BC022_UC1	chr18	p	219882	34671109	0.0063419373173208855	-3.1670817150081603
BC022_UC1	chr18	q	774862	34671109	0.02234892457579018	0.1689768764686321
BC022_UC1	chr19	p	209025	34671109	0.006028794752426293	-2.1913726066466652
BC022_UC1	chr2	p	1192293	34671109	0.03438866059923264	8.874120366430422
BC022_UC1	chr2	q	2123697	34671109	0.061252641212024686	0.06544104552360529
BC022_UC1	chr20	p	468508	34671109	0.013512922243127556	1.8978354613020614
BC022_UC1	chr20	q	570459	34671109	0.016453439663553882	-0.38883209751002434
BC022_UC1	chr21	q	553940	34671109	0.01597699110230365	1.0702941320169366
BC022_UC1	chr22	q	463055	34671109	0.013355644320462896	-0.7144853211367395
BC022_UC1	chr3	p	461363	34671109	0.013306842881778025	1.4637206004605148
BC022_UC1	chr3	q	464637	34671109	0.013401273088784095	6.489297885778146
BC022_UC1	chr4	p	663984	34671109	0.019150930534122805	1.2362903459009902
BC022_UC1	chr4	q	2074225	34671109	0.059825747137191375	0.5891097486012267
BC022_UC1	chr5	p	336923	34671109	0.009717687426727538	-0.7942241847454165
BC022_UC1	chr5	q	542166	34671109	0.01563740000355916	-4.275219180373865
BC022_UC1	chr6	p	607498	34671109	0.017521735459918517	3.5062437960107955
BC022_UC1	chr6	q	1755465	34671109	0.05063192527242206	0.9925470753482192
BC022_UC1	chr7	p	1023819	34671109	0.02952945635514572	1.1228833556786615
BC022_UC1	chr7	q	1432203	34671109	0.041308254662404946	-0.6543256338178289
BC022_UC1	chr8	p	578125	34671109	0.016674545945444087	-10.225731849937322
BC022_UC1	chr8	q	1192709	34671109	0.03440065906169889	6.8767605603795365
BC022_UC1	chr9	p	534158	34671109	0.015406429601083715	-1.0958680058851624
BC022_UC1	chr9	q	744482	34671109	0.02147269070625921	-6.890439557569564
BC023_UC1	chr1	p	2403215	34626741	0.0694034416926502	0.2149157258805429
BC023_UC1	chr1	q	1733918	34626741	0.05007453632439738	0.2895241821622905
BC023_UC1	chr10	p	695882	34626741	0.02009666459803422	0.4333411061410034
BC023_UC1	chr10	q	1799829	34626741	0.05197800740185165	0.5368851619075372
BC023_UC1	chr11	p	773090	34626741	0.02232638641909731	-0.7450302898125893
BC023_UC1	chr11	q	1006093	34626741	0.029055376594638232	-1.2613300299938461
BC023_UC1	chr12	p	198187	34626741	0.005723524486465533	0.5777688143967018
BC023_UC1	chr12	q	1356465	34626741	0.03917391474987496	0.8523282331120504
BC023_UC1	chr13	q	1743541	34626741	0.05035244292842921	-0.9928344051665583
BC023_UC1	chr14	q	641855	34626741	0.018536396480396466	-1.7783154040880282
BC023_UC1	chr15	q	915277	34626741	0.02643266370346548	0.13000272910721838
BC023_UC1	chr16	p	467539	34626741	0.013502252493239258	0.20163817747174104
BC023_UC1	chr16	q	927905	34626741	0.026797352947538437	0.18441518920576752
BC023_UC1	chr17	p	229076	34626741	0.006615580715493843	-0.31482826767281175
BC023_UC1	chr17	q	833676	34626741	0.024076074615280715	0.4827665253688015
BC023_UC1	chr18	p	225532	34626741	0.006513232071132539	-1.0235792170619464
BC023_UC1	chr18	q	757075	34626741	0.021863882598711786	-0.8647970087540843
BC023_UC1	chr19	p	239096	34626741	0.0069049524470119784	0.11709022571046114
BC023_UC1	chr2	p	1138946	34626741	0.03289209342571396	-0.3507587099275272
BC023_UC1	chr2	q	2118344	34626741	0.06117653405499524	-0.08687151962338935
BC023_UC1	chr20	p	461040	34626741	0.013314565179552993	0.3218695754754295
BC023_UC1	chr20	q	574191	34626741	0.016582299789633683	0.02055309754947834
BC023_UC1	chr21	q	539289	34626741	0.015574350470926502	-0.494301403876219
BC023_UC1	chr22	q	470327	34626741	0.013582768300372246	-0.1893145978902951
BC023_UC1	chr3	p	453572	34626741	0.01309889371338758	0.17067602224483172
BC023_UC1	chr3	q	444283	34626741	0.012830632833739681	-0.34596077267045444
BC023_UC1	chr4	p	647562	34626741	0.01870121129793878	-0.6006659608108754
BC023_UC1	chr4	q	2031801	34626741	0.05867722290122539	-0.42777447106019595
BC023_UC1	chr5	p	340445	34626741	0.009831852209250648	0.32612636660079364
BC023_UC1	chr5	q	561314	34626741	0.01621041957139426	0.501849654494974
BC023_UC1	chr6	p	566106	34626741	0.016348809724830875	0.13633685363003925
BC023_UC1	chr6	q	1714744	34626741	0.04952080243416497	-1.1429316708692112
BC023_UC1	chr7	p	1057101	34626741	0.030528457760434342	7.223275877086133
BC023_UC1	chr7	q	1473403	34626741	0.042551015701997486	3.2185134959573767
BC023_UC1	chr8	p	622614	34626741	0.017980727669404405	0.7774661699347378
BC023_UC1	chr8	q	1116263	34626741	0.032237021670621556	-0.3169996747997751
BC023_UC1	chr9	p	546165	34626741	0.0157729253238126	-0.04876190618490516
BC023_UC1	chr9	q	801980	34626741	0.02316071269889361	-1.1735837410630732
BC024_UC1	chr1	p	2380802	34638386	0.06873305240030525	-0.5159063155983904
BC024_UC1	chr1	q	1722830	34638386	0.049737594586537606	-0.6244460016229565
BC024_UC1	chr10	p	698435	34638386	0.02016361270412542	0.7160598536498746
BC024_UC1	chr10	q	1807776	34638386	0.052189960583036404	1.248173012986282
BC024_UC1	chr11	p	781074	34638386	0.022549376290223223	0.1768869081233023
BC024_UC1	chr11	q	1010945	34638386	0.029185684344530373	-0.11427694078267385
BC024_UC1	chr12	p	197811	34638386	0.005710745298582907	0.44909656478791005
BC024_UC1	chr12	q	1354814	34638386	0.03911308107716104	0.6336682008596461
BC024_UC1	chr13	q	1768732	34638386	0.051062771804667804	-0.05727191355874991
BC024_UC1	chr14	q	650572	34638386	0.018781821993669106	-0.3476503336266831
BC024_UC1	chr15	q	912026	34638386	0.026329921954215765	-0.10467169715065244
BC024_UC1	chr16	p	462274	34638386	0.013345714202734504	-0.22186639005984501
BC024_UC1	chr16	q	920291	34638386	0.026568530069501505	-0.3363151359329015
BC024_UC1	chr17	p	227970	34638386	0.006581426744306158	-0.5686638509106959
BC024_UC1	chr17	q	816122	34638386	0.02356120172573861	-0.36501525178394023
BC024_UC1	chr18	p	228432	34638386	0.006594764548209607	-0.0033199015279699617
BC024_UC1	chr18	q	770383	34638386	0.02224073026959166	-0.0616185226172909
BC024_UC1	chr19	p	235135	34638386	0.006788278183631305	-0.1903181348750101
BC024_UC1	chr2	p	1145041	34638386	0.03305699636235938	0.6657072909360756
BC024_UC1	chr2	q	2122849	34638386	0.061286025278429544	0.1322522757367425
BC024_UC1	chr20	p	461557	34638386	0.013325014623949279	0.4048914129518603
BC024_UC1	chr20	q	568925	34638386	0.01642469715534667	-0.48014628202061027
BC024_UC1	chr21	q	547041	34638386	0.01579291252196335	0.354994923218981
BC024_UC1	chr22	q	465408	34638386	0.01343619185951678	-0.5282381033945476
BC024_UC1	chr3	p	454338	34638386	0.013116604220531522	0.28080137363323715
BC024_UC1	chr3	q	445064	34638386	0.012848866572478291	-0.12755290626560173
BC024_UC1	chr4	p	653293	34638386	0.01886037646211345	0.04947178873348125
BC024_UC1	chr4	q	2051674	34638386	0.05923122399525197	0.06272886578665483
BC024_UC1	chr5	p	341468	34638386	0.00985808056992032	0.5835171108193499
BC024_UC1	chr5	q	557477	34638386	0.016094196767713138	-0.4670602475939813
BC024_UC1	chr6	p	564945	34638386	0.016309795727780158	0.024246603089658227
BC024_UC1	chr6	q	1735441	34638386	0.05010167044157311	-0.02655529782705349
BC024_UC1	chr7	p	1025319	34638386	0.029600657490219087	1.5576724056418025
BC024_UC1	chr7	q	1455496	34638386	0.04201974075812886	1.5628915978343503
